,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
701,701,CHEMBL257478,69.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)CCO)c34)cc2C)cn1,7.161150909262744,487.221954408,8,2,4.395540000000002,True
702,702,CHEMBL245869,70.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC6CCNCC6)c45)ccc32)c1,7.154901959985743,471.218286672,8,2,4.278600000000003,True
703,703,CHEMBL393848,70.0,nM,N[C@@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,7.154901959985743,456.21862102000006,8,2,3.543000000000001,True
704,704,CHEMBL194337,70.0,nM,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c23)CC1,7.154901959985743,441.21647510400004,7,1,4.820400000000004,True
705,705,CHEMBL586042,70.0,nM,O=C(NO)[C@H]1CC(OC(=O)N2CCCC2)CN[C@@H]1C(=O)N1Cc2ccccc2C1,7.154901959985743,402.190319932,6,3,0.6133000000000006,True
706,706,CHEMBL1683972,70.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#C/C=N/OCCN1CCOCC1,7.154901959985743,523.178645624,8,1,4.586220000000004,True
707,707,CHEMBL1645477,70.0,nM,COc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1Cl,7.154901959985743,386.16218703600003,7,2,3.0580000000000007,True
709,709,CHEMBL1683968,71.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCS(C)(=O)=O,7.1487416512809245,536.1096603359999,7,2,4.371320000000003,True
710,710,CHEMBL598610,71.2,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCCC(=O)NO,7.147520006363144,462.14701114799993,7,3,5.009200000000003,True
711,711,CHEMBL515664,72.0,nM,COC[C@H]1CCCN1/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,7.142667503568731,474.22918570400003,9,2,3.784200000000002,True
714,714,CHEMBL443523,73.0,nM,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.136677139879544,368.0272731360001,4,2,4.260400000000002,True
716,716,CHEMBL90595,73.0,nM,O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.136677139879544,463.100772424,5,2,4.563700000000003,True
718,718,CHEMBL398793,74.0,nM,CC1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,7.130768280269024,484.24992114800006,8,2,4.051300000000002,True
719,719,CHEMBL1683970,74.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCN1CCOCC1,7.130768280269024,480.172831972,6,1,4.973920000000005,True
721,721,CHEMBL3357634,75.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,7.1249387366083,447.127359,6,2,4.528000000000004,True
722,722,CHEMBL5208454,75.1,nM,O=C(CCCl)Nc1ccc2ncnc(Nc3ccc4[nH]cc(Br)c4c3)c2c1,7.124360062995832,443.01484988,4,3,5.184600000000002,True
723,723,CHEMBL402316,76.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]c(Cc3cccc(F)c3)nc2c1,7.119186407719209,391.155686416,7,3,3.3889000000000022,True
724,724,CHEMBL393787,76.0,nM,O[C@@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,7.119186407719209,486.22918570400003,9,3,2.7760999999999996,True
726,726,CHEMBL392664,76.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CNC6CCNCC6)c45)ccc32)c1,7.119186407719209,470.23427108400006,8,3,3.851600000000002,True
728,728,CHEMBL598798,76.5,nM,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F,7.116338564846382,452.18598349999996,7,3,4.337100000000003,True
730,730,CHEMBL3912361,77.0,nM,O=C(CCl)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(N5CCCCC5)c(Cl)c4)c3cc21,7.113509274827518,515.112709576,9,1,4.707000000000004,True
731,731,CHEMBL3633774,77.0,nM,NC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1,7.113509274827518,473.08663706000004,5,3,6.328500000000003,True
732,732,CHEMBL578255,77.0,nM,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCN1CCOCC1,7.113509274827518,540.2597368840001,10,2,3.440100000000002,True
735,735,CHEMBL430410,78.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@@H](C)C(=O)N(C)CCO)c34)cc2C)cn1,7.107905397309519,487.221954408,8,2,4.395540000000002,True
737,737,CHEMBL5173449,78.0,nM,COc1ccc(-c2c(CN3CCOCC3)nc3scc(C(=O)NN)n23)cc1,7.107905397309519,387.1365105320001,8,2,1.5070999999999997,True
738,738,CHEMBL1683965,78.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCN1CCOCC1,7.107905397309519,543.184873876,7,2,4.658920000000004,True
740,740,CHEMBL256060,79.0,nM,C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,7.102372908709558,507.16733199199996,8,2,4.2188000000000025,True
741,741,CHEMBL402657,80.0,nM,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,7.096910013008056,467.20697304000004,8,1,4.021900000000002,True
742,742,CHEMBL472545,80.0,nM,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1-c1nnc(CCN2CCOCC2)o1,7.096910013008056,507.178565372,10,2,3.959500000000003,True
743,743,CHEMBL1683963,81.0,nM,C/C(=C\c1c(C)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1)C(=O)NCCN1CCOCC1,7.091514981121351,539.209945752,7,2,4.751820000000004,True
744,744,CHEMBL231875,81.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNCC6)c45)ccc32)c1,7.091514981121351,456.21862102000006,8,2,3.4152000000000013,True
747,747,CHEMBL497697,84.0,nM,CN/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,7.075720713938118,390.171670828,8,3,2.8928000000000003,True
748,748,CHEMBL4795863,84.0,nM,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(CC)c(=O)c23)c1,7.075720713938118,482.24302420000004,6,2,3.9548000000000023,True
752,752,CHEMBL248891,85.0,nM,COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,7.070581074285707,406.154209196,5,2,4.862800000000003,True
753,753,CHEMBL414220,85.0,nM,C=CCN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.070581074285707,449.08512236,5,2,4.195600000000002,True
754,754,CHEMBL3680378,85.98,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCCC1,7.065602559219012,483.18373100400004,6,2,5.545200000000005,True
759,759,CHEMBL501705,87.0,nM,CCS(=O)(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.060480747381382,585.1071375600001,8,3,4.827700000000004,True
760,760,CHEMBL455433,87.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(NCc4cccc(Oc5ccccc5)c4)c3s2)C1)N1CCOCC1,7.060480747381382,555.194025408,9,2,4.646500000000004,True
761,761,CHEMBL5193128,88.0,nM,C=CC(=O)N1CCC([C@@H]2CCNC3C(C(N)=O)C(c4ccc(Oc5ccccc5)cc4)=NN32)CC1,7.055517327849831,473.242689852,6,2,2.7127000000000008,True
762,762,CHEMBL427671,88.0,nM,Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,7.055517327849831,372.149872764,6,1,4.318420000000002,True
764,764,CHEMBL3921555,89.0,nM,CN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,7.050609993355087,455.1636642560001,7,2,3.303000000000001,True
765,765,CHEMBL2408051,89.0,nM,CNC(=O)CN1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)CC1,7.050609993355087,491.153573748,7,2,3.902800000000002,True
766,766,CHEMBL249303,89.0,nM,CCN(CC)Cc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,7.050609993355087,447.21714380000003,5,2,5.558200000000005,True
768,768,CHEMBL394333,90.0,nM,NCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,7.045757490560675,431.18698654400004,8,2,3.4853000000000005,True
769,769,CHEMBL402011,90.0,nM,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,7.045757490560675,467.20697304000004,8,1,4.021900000000002,True
771,771,CHEMBL381115,90.0,nM,COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCNCC(C)(C)C)c1,7.045757490560675,512.0855284200002,8,2,3.808600000000002,True
772,772,CHEMBL3895468,91.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC12COCC1C2,7.040958607678906,511.178645624,7,2,4.637500000000003,True
773,773,CHEMBL204625,91.0,nM,Nc1ccccc1C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,7.040958607678906,444.11531709599996,5,2,5.573700000000002,True
774,774,CHEMBL221698,92.0,nM,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CC[C@H](c2ccccc2)C1,7.036212172654444,343.18959166,4,3,1.2662,True
776,776,CHEMBL230575,94.0,nM,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1,7.026872146400302,557.3002047279999,7,2,4.601920000000004,True
779,779,CHEMBL1683973,95.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCCC1,7.022276394711152,478.193567416,5,1,6.127620000000006,True
780,780,CHEMBL15346,95.0,nM,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,7.022276394711152,520.214426504,8,2,4.745600000000003,True
781,781,CHEMBL255438,95.0,nM,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/OCc1ccccc1,7.022276394711152,467.186986544,8,2,4.890200000000004,True
782,782,CHEMBL230995,96.0,nM,COc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2c1,7.017728766960431,462.26309094799996,6,1,5.496420000000006,True
784,784,CHEMBL3357642,97.1,nM,CN(C)C/C=C(/F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,7.012780770091995,503.153573748,7,2,4.687100000000003,True
786,786,CHEMBL523076,99.0,nM,O=C(NO)[C@H]1CC(CC(=O)N2CCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,7.00436480540245,442.25800556800004,5,2,1.8855999999999993,True
787,787,CHEMBL201871,100.0,nM,COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCNCC(C)C)c1,7.0,498.0698783560002,8,2,3.4185000000000016,True
789,789,CHEMBL521719,100.0,nM,O=C(NO)[C@H]1CC2(CC[C@@H]1C(=O)N1CCN(c3ccccc3)CC1)CC2,7.0,357.205241724,4,2,2.0370999999999997,True
790,790,CHEMBL3901144,100.0,nM,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)CCCCCCC(=O)NO)cc23)c1,7.0,461.206304344,7,4,4.147800000000003,True
791,791,CHEMBL3959043,100.0,nM,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCCC(=O)NO)cc23)ccc1F,7.0,466.20163356399996,7,3,4.727200000000003,True
792,792,CHEMBL2348419,100.0,nM,COC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,7.0,490.101952776,7,2,6.056700000000003,True
793,793,CHEMBL497222,100.0,nM,CN1CCN(C(=O)CC2CC[C@H](C(=O)N3CCN(c4ccccc4)CC3)[C@@H](C(=O)NO)C2)CC1,7.0,471.284554664,6,2,1.0372000000000017,True
794,794,CHEMBL230994,100.0,nM,COc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)CC(C)(C)C)CC4)c(C)c3)c2cc1OC,7.0,492.27365563199993,7,1,5.505020000000005,True
795,795,CHEMBL3933895,100.0,nM,CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,7.0,612.215489124,10,2,4.790700000000003,True
796,796,CHEMBL3977504,100.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1,7.0,440.19607400800004,7,2,4.617000000000002,True
797,797,CHEMBL3907491,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CNCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,430.211724072,6,5,3.783100000000002,True
798,798,CHEMBL3898444,100.0,nM,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCC(=O)NO)c(OCCOC)cc23)c1,7.0,478.2216200599999,8,3,4.214600000000003,True
800,800,CHEMBL3950023,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCNCC(=O)NO)cc3)cc12)c1ccccc1,7.0,473.217537724,7,6,3.2216000000000014,True
801,801,CHEMBL516487,100.0,nM,COC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,7.0,384.098918084,7,2,3.8214000000000015,True
802,802,CHEMBL3901236,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CNCCCCCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,486.2743243279999,6,5,5.343500000000004,True
803,803,CHEMBL3972249,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CN4CCN(CCCCC(=O)NO)CC4)cc3)cc12)c1ccccc1,7.0,527.300873424,7,4,4.591300000000003,True
804,804,CHEMBL3936547,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CNCCCCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,472.2586742639999,6,5,4.953400000000004,True
807,807,CHEMBL3984573,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)NCCNCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,487.233187788,7,6,3.012900000000002,True
808,808,CHEMBL3961102,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCC(=O)NO)cc3)cc12)c1ccccc1,7.0,444.19098862799996,6,5,4.022100000000002,True
809,809,CHEMBL3902161,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(OCCCCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,459.227039788,6,4,5.242600000000004,True
811,811,CHEMBL3899385,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(OCCCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,445.211389724,6,4,4.852500000000004,True
813,813,CHEMBL3938265,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CN4CCN(CCCCCC(=O)NO)CC4)cc3)cc12)c1ccccc1,7.0,541.3165234879999,7,4,4.981400000000003,True
814,814,CHEMBL3924346,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,472.22228875599995,6,5,4.802300000000003,True
815,815,CHEMBL3921652,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,458.20663869199996,6,5,4.412200000000002,True
816,816,CHEMBL3977186,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(OCCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,431.19573966,6,4,4.462400000000003,True
818,818,CHEMBL3909900,100.0,nM,C#Cc1cc(Nc2ncnc3cc(OCCOC)c(OCCCCCCCC(=O)NO)cc23)ccc1F,7.0,510.227848312,8,3,4.743800000000003,True
819,819,CHEMBL3951620,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(OCCCCCCC(=O)NO)cc3)cc12)c1ccccc1,7.0,473.242689852,6,4,5.632700000000004,True
821,821,CHEMBL3914322,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(OCCCCCCC(=O)NO)cc3)cc12)c1ccc(F)cc1,7.0,491.23326804,6,4,5.771800000000004,True
822,822,CHEMBL3968968,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(CNCc4ccc(C(=O)NO)cc4)cc3)cc12)c1ccccc1,7.0,492.2273741359999,6,5,5.206800000000004,True
823,823,CHEMBL3981584,100.0,nM,O=C(NO)c1ccc(-c2cc3c(NCc4ccccc4)ncnc3[nH]2)cc1,7.0,359.1382247840001,5,4,3.3560000000000016,True
824,824,CHEMBL3917105,100.0,nM,O=C(CCCCCN1CCN(Cc2ccc(-c3cc4c(NCc5ccccc5)ncnc4[nH]3)cc2)CC1)NO,7.0,527.3008734240001,7,4,4.4204000000000025,True
825,825,CHEMBL3984055,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)NO)cc3)cc12)c1ccc(F)cc1,7.0,391.144453036,5,4,4.056100000000002,True
827,827,CHEMBL3932057,100.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NCc4ccc(C(=O)NO)cc4)cc3)cc12)c1ccccc1,7.0,478.2117240719999,6,5,5.529100000000003,True
828,828,CHEMBL3917093,100.0,nM,C[C@@H](Nc1ncnc2c1cc(-c1ccc(C(=O)NCCNCCCCCCC(=O)NO)cc1)n2C)c1ccccc1,7.0,557.311438108,8,5,4.583700000000003,True
830,830,CHEMBL496211,102.0,nM,CN1CC(CC(=O)N2CCCCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,6.991399828238082,471.28455466400004,6,2,1.1797000000000024,True
832,832,CHEMBL3896779,102.0,nM,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cn1,6.991399828238082,466.21172407200004,7,2,5.151200000000004,True
833,833,CHEMBL4582195,104.0,nM,O=C(CSC(=S)N1CCCCC1)Nc1cccc(NC(=O)c2ccccn2)c1,6.982966660701219,414.11841794400004,5,2,3.7764000000000015,True
835,835,CHEMBL218677,107.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(N)=O)CC1,6.97061622231479,459.147345496,7,2,3.503000000000002,True
836,836,CHEMBL438536,107.0,nM,Cc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc1cccc(F)c1,6.97061622231479,492.2285170079999,8,3,3.9585200000000027,True
837,837,CHEMBL5204417,108.0,nM,CC(=O)NNC(=O)c1csc2ncc(-c3ccc(Br)cc3)n12,6.96657624451305,377.9786086920001,5,2,2.6062000000000003,True
838,838,CHEMBL391521,110.0,nM,CN(CCO)Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.958607314841775,445.20263660800003,8,2,3.434100000000001,True
839,839,CHEMBL194958,110.0,nM,CCc1c(C(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.958607314841775,411.18075829200006,7,2,3.5322000000000022,True
840,840,CHEMBL246694,110.0,nM,NC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.958607314841775,445.16625110000007,8,2,3.0119000000000007,True
841,841,CHEMBL429827,110.0,nM,Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.958607314841775,354.159294576,6,1,4.179320000000002,True
842,842,CHEMBL247309,110.0,nM,CN(C)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.958607314841775,498.26557121200005,8,1,4.536000000000003,True
843,843,CHEMBL234772,110.0,nM,O=C(O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.958607314841775,499.21320129200006,8,2,4.306600000000003,True
844,844,CHEMBL246276,110.0,nM,OCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.958607314841775,388.144787384,7,2,3.5023000000000017,True
846,846,CHEMBL140561,110.0,nM,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.958607314841775,497.1062517280001,7,2,4.125500000000002,True
849,849,CHEMBL3092308,112.0,nM,O=C(NCCN1CCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.950781977329818,514.1895446560001,7,3,4.550900000000002,True
851,851,CHEMBL91811,113.0,nM,CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.94692155651658,451.100772424,5,2,4.418000000000004,True
852,852,CHEMBL473427,113.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5cccs5)sc34)cc2Cl)c1,6.94692155651658,467.03291,6,1,7.534900000000002,True
853,853,CHEMBL388978,115.0,nM,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.939302159646388,466.200490692,6,2,4.354000000000003,True
854,854,CHEMBL327838,116.0,nM,COCCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.935542010773082,454.064052568,6,2,3.740800000000002,True
856,856,CHEMBL93784,117.0,nM,COCC1CCCN1CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.931814138253838,493.11133710800004,6,2,4.188600000000003,True
857,857,CHEMBL525725,118.0,nM,COc1ccc(/N=C/c2c(N)ncnc2Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)cc1,6.928117992693874,467.18698654400004,8,2,5.098700000000004,True
859,859,CHEMBL232082,120.0,nM,CN1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.920818753952375,470.23427108400006,8,1,3.7574000000000023,True
861,861,CHEMBL1922904,120.0,nM,FC(F)(F)c1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,6.920818753952375,404.065173344,4,2,6.166000000000002,True
862,862,CHEMBL400413,120.0,nM,CS(=O)(=O)N1CCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.920818753952375,548.2118213880001,9,1,3.4773000000000014,True
865,865,CHEMBL247513,120.0,nM,O=C(CO)NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.920818753952375,528.2397503880001,9,3,3.0829000000000004,True
866,866,CHEMBL246072,120.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CCNCC6)c45)ccc32)c1,6.920818753952375,485.233936736,8,2,4.526200000000004,True
867,867,CHEMBL258353,120.0,nM,CN(CCO)C(=O)COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,6.920818753952375,493.15168192799996,8,2,3.830300000000002,True
869,869,CHEMBL234577,120.0,nM,CN1CCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.920818753952375,484.24992114800006,8,1,4.147500000000003,True
871,871,CHEMBL2408046,120.0,nM,CCNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,6.920818753952375,487.178645624,7,2,4.153800000000003,True
872,872,CHEMBL473436,121.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccc[nH]5)sc34)cc2Cl)c1,6.917214629683549,450.07173803200004,5,2,6.8015000000000025,True
874,874,CHEMBL5204650,121.0,nM,NNC(=O)c1csc2nc(CN3CCOCC3)c(-c3ccc(Br)cc3)n12,6.917214629683549,435.036457916,7,2,2.261,True
875,875,CHEMBL93049,122.0,nM,COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.913640169325252,440.048402504,6,2,3.6983000000000015,True
876,876,CHEMBL473428,122.0,nM,OCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,6.913640169325252,481.06631830399994,7,2,6.558700000000003,True
877,877,CHEMBL328977,124.0,nM,O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.906578314837764,481.05719336000004,6,2,4.126600000000002,True
878,878,CHEMBL3977326,124.0,nM,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccccc4)c3)ncnc2cc1OC,6.906578314837764,451.20082504000004,6,2,5.733500000000005,True
879,879,CHEMBL31816,125.0,nM,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,6.903089986991944,373.07418055600004,6,2,3.6940000000000017,True
880,880,CHEMBL3633932,126.0,nM,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,6.899629454882437,465.136780812,5,3,5.886300000000004,True
882,882,CHEMBL258270,129.0,nM,CC(=O)N1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,6.889410289700751,522.189464404,9,2,3.266800000000001,True
884,884,CHEMBL394495,130.0,nM,C[C@H](c1ccccc1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,6.886056647693163,483.238273168,9,2,3.9369000000000023,True
885,885,CHEMBL256996,130.0,nM,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N(C)C,6.886056647693163,473.16339397600007,9,1,4.083400000000003,True
887,887,CHEMBL245867,130.0,nM,NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.886056647693163,459.21828667200003,8,2,4.265500000000003,True
890,890,CHEMBL197689,130.0,nM,CCc1c(C(=O)NC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.886056647693163,425.19640835600006,7,2,3.792900000000002,True
891,891,CHEMBL255337,130.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(OCC(=O)N(C)CCO)c34)cc2C)cn1,6.886056647693163,473.206304344,8,2,4.007040000000002,True
