,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
1461,1461,CHEMBL2325089,3590.0,nM,Fc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,5.44490555142168,366.153226828,2,0,6.3346000000000044,True
1462,1462,CHEMBL602328,3590.0,nM,O=C1CSC(N/N=C/c2cc(F)ccc2O)=N1,5.44490555142168,253.032125716,5,2,1.0842,True
1463,1463,CHEMBL248712,3600.0,nM,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)c(F)cc5[nH]4)c3c2)c1,5.443697499232712,405.15134998400003,5,3,3.9509000000000016,True
1465,1465,CHEMBL1958209,3650.0,nM,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Br)cc2)=N1,5.437707135543525,476.9146072360001,4,0,4.992100000000003,True
1466,1466,CHEMBL590875,3730.0,nM,O=C1CSC(N/N=C/c2cc(Br)cc(Br)c2O)=N1,5.428291168191312,390.8625716640001,5,2,2.470100000000001,True
1469,1469,CHEMBL65376,3800.0,nM,O=C(CCCC(=O)Oc1ccc(/C=C/[N+](=O)[O-])cc1)OCc1ccco1,5.42021640338319,359.100501884,7,0,3.3461000000000016,True
1470,1470,CHEMBL205870,3800.0,nM,C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,5.42021640338319,353.073117936,4,1,4.573000000000002,True
1471,1471,CHEMBL400906,3820.0,nM,CNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(OC(F)(F)F)ccc5[nH]4)c3c2)c1,5.417936637088291,439.136842792,6,3,4.181200000000002,True
1472,1472,CHEMBL2325088,3830.0,nM,c1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,5.416801226031377,348.16264864,2,0,6.1955000000000044,True
1474,1474,CHEMBL1958034,3840.0,nM,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Br)cc2)=N1,5.415668775632469,432.965122816,4,0,4.883000000000004,True
1475,1475,CHEMBL2324870,3870.0,nM,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc2ccccc2c1,5.412289034981089,365.075346192,2,1,4.887900000000003,True
1476,1476,CHEMBL283682,3870.0,nM,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.412289034981089,404.0272731360001,4,2,4.574380000000002,True
1477,1477,CHEMBL589822,3890.0,nM,O=C1CSC(N/N=C/c2ccc(F)cc2)=N1,5.410050398674292,237.037211096,4,1,1.3786,True
1478,1478,CHEMBL592711,3890.0,nM,O=C(Nc1ccc(F)cc1)c1ccc(N(CCCl)CCCl)cc1,5.410050398674292,354.07019674400004,2,1,4.362000000000004,True
1479,1479,CHEMBL3981210,3900.0,nM,COc1ccc(COc2ccc(Nc3ncnc4cc5oc(=O)n(CCOC(=O)CBr)c5cc34)cc2)cc1,5.4089353929735005,578.080096556,10,1,4.807000000000004,True
1481,1481,CHEMBL3747281,4070.0,nM,CC(=O)N1N=C(c2ccc(F)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,5.39040559077478,479.160497024,8,0,3.793420000000003,True
1482,1482,CHEMBL3747277,4100.0,nM,CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,5.3872161432802645,495.130946484,8,0,4.307720000000003,True
1483,1483,CHEMBL3325478,4100.0,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,5.3872161432802645,495.2018876600001,10,1,3.3252200000000016,True
1484,1484,CHEMBL1958218,4120.0,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1,5.3851027839668655,351.104147784,5,0,3.4757000000000025,True
1485,1485,CHEMBL255866,4123.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]ncc2c1,5.384786665198641,283.118158036,7,3,1.659,True
1487,1487,CHEMBL30973,4160.0,nM,CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.380906669373257,449.08512236,5,2,4.668880000000003,True
1488,1488,CHEMBL429478,4170.0,nM,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(OC)ccc5[nH]4)c3c2)c1,5.379863945026242,399.180758292,6,3,3.681300000000002,True
1489,1489,CHEMBL2325106,4180.0,nM,COc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,5.3788237182249645,361.124883228,3,1,4.243100000000003,True
1490,1490,CHEMBL94123,4182.0,nM,O=C(/C=C/N1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.378615971518347,453.08003698000005,6,2,3.920300000000002,True
1491,1491,CHEMBL1828860,4210.0,nM,Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccccc1,5.375717904164332,324.052840484,7,1,0.6048199999999997,True
1492,1492,CHEMBL5189379,4346.0,nM,CN1CCN(C(C)(C)/C=C(\C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)CC1,5.361910278015494,623.313249676,10,1,4.646380000000003,True
1493,1493,CHEMBL114392,4390.0,nM,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,5.357535479757878,465.13678081200004,6,2,4.469480000000003,True
1494,1494,CHEMBL304442,4400.0,nM,O=C(CCCC(=O)Oc1ccc(/C=C/[N+](=O)[O-])cc1)Oc1ccccc1,5.356547323513812,355.105587264,6,0,3.615300000000002,True
1495,1495,CHEMBL114490,4490.0,nM,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,5.347753658996677,453.13678081200004,6,2,4.707480000000004,True
1496,1496,CHEMBL326811,4500.0,nM,C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.346787486224656,406.0429232000001,4,2,5.127180000000003,True
1499,1499,CHEMBL592481,4510.0,nM,O=C1CSC(N/N=C/c2cc(Cl)cc(Cl)c2O)=N1,5.345823458122039,302.963602824,5,2,2.2519000000000005,True
1501,1501,CHEMBL1958023,4640.0,nM,Cc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,5.333482019445119,335.109233164,4,0,3.775520000000003,True
1502,1502,CHEMBL1173651,4650.0,nM,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(Br)cc1,5.332547047110046,379.01676802800006,6,0,3.1188200000000013,True
1503,1503,CHEMBL324718,4680.0,nM,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,5.329754146925875,422.03783782000005,5,2,4.745680000000003,True
1504,1504,CHEMBL4079125,4700.0,nM,Clc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c(Cl)c1,5.327902142064282,344.02316629999996,4,1,4.510500000000001,True
1505,1505,CHEMBL3891774,4700.0,nM,O=C(Nc1ccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)cc1)NC1CCCCC1,5.327902142064282,582.122630064,9,3,4.673600000000004,True
1506,1506,CHEMBL1828861,4760.0,nM,Cc1ccc(S(=O)(=O)NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,5.3223930472795065,338.068490548,7,1,0.9132399999999996,True
1507,1507,CHEMBL1172803,4770.0,nM,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(Cl)cc1,5.321481620959887,335.067283608,6,0,3.0097200000000015,True
1508,1508,CHEMBL2070198,4800.0,nM,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1,5.318758762624412,476.084788012,6,2,5.909300000000003,True
1509,1509,CHEMBL1958021,4830.0,nM,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Cl)cc2)=N1,5.316052869248487,355.054610748,4,0,4.120500000000003,True
1511,1511,CHEMBL1958037,4870.0,nM,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccccc2)=N1,5.3124710387853655,399.00409516800005,4,0,4.229600000000003,True
1512,1512,CHEMBL56542,4900.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,5.309803919971486,306.100442308,4,2,2.594080000000001,True
1513,1513,CHEMBL370808,5000.0,nM,COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ncc12,5.301029995663981,434.1666657,6,3,4.139100000000002,True
1514,1514,CHEMBL425578,5000.0,nM,CCCCn1c(Cc2cc(OC)ccc2I)nc2c(N)ncnc21,5.301029995663981,437.0712582600001,6,1,3.412600000000001,True
1515,1515,CHEMBL1170278,5030.0,nM,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1cccc2ccccc12,5.298432014944073,351.12190602400005,6,0,3.509520000000003,True
1516,1516,CHEMBL92902,5042.0,nM,CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1,5.297397158659573,437.08512236,5,2,4.336300000000002,True
1518,1518,CHEMBL1958019,5120.0,nM,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccccc2)=N1,5.290730039024169,321.09358310000005,4,0,3.467100000000002,True
1519,1519,CHEMBL248713,5120.0,nM,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)ccc5[nH]4)c3c2)c1,5.290730039024169,387.160771796,5,3,3.8118000000000016,True
1520,1520,CHEMBL592427,5170.0,nM,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cccc(Br)c1O,5.286509456906058,428.05356813599997,2,2,5.528100000000004,True
1521,1521,CHEMBL364623,5200.0,nM,Cc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)nc(C)n1,5.2839966563652006,373.07640881200007,6,2,4.507660000000002,True
1522,1522,CHEMBL3327179,5200.0,nM,N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,5.2839966563652006,434.1603571960001,9,1,2.9772800000000013,True
1523,1523,CHEMBL3325474,5200.0,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,5.2839966563652006,481.1862375960001,10,1,2.9351200000000013,True
1524,1524,CHEMBL255291,5220.0,nM,CO/N=C/c1c(N)ncnc1NCc1ccc(F)c(Cl)c1,5.282329496997738,309.079265936,6,2,2.4437000000000006,True
1526,1526,CHEMBL5183407,5260.0,nM,Fc1ccc(-c2ccc3c(ccn3Cc3coc(/C=C/c4ccc(C(F)(F)F)cc4)n3)c2)cc1,5.279014255846261,462.135526076,3,0,7.6729000000000065,True
1527,1527,CHEMBL5206700,5300.0,nM,FC(F)(F)c1ccc(/C=C/c2nc(CNc3ccccc3)co2)cc1,5.275724130399211,344.11364776,3,1,5.475900000000004,True
1528,1528,CHEMBL518983,5300.0,nM,CONC(=O)c1ccc(F)c(Nc2ncnn3cc(NC(=O)OCCCS(C)(=O)=O)c(C(C)C)c23)c1,5.275724130399211,522.1696818039999,10,3,3.009800000000001,True
1529,1529,CHEMBL195218,5300.0,nM,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCCCS(C)(=O)=O)c(C(C)C)c23)c(F)cc1F,5.275724130399211,540.160259992,10,3,3.148900000000002,True
1530,1530,CHEMBL1683971,5380.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCN1CCOCC1,5.269217724333611,466.157181908,6,1,4.583820000000004,True
1531,1531,CHEMBL29197,5400.0,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,5.267606240177031,359.02693878799994,5,1,4.153100000000003,True
1532,1532,CHEMBL2325104,5460.0,nM,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1cccc2ccccc12,5.262807357295262,365.075346192,2,1,4.887900000000003,True
1534,1534,CHEMBL263788,5660.0,nM,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,5.247183568811728,479.095687044,6,2,4.677480000000003,True
1535,1535,CHEMBL2325109,5690.0,nM,NC(=S)N1N=C(c2ccccc2)CC1c1ccc2ccccc2c1,5.244887733604928,331.114318544,2,1,4.234500000000003,True
1536,1536,CHEMBL77030,5700.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,5.2441251443275085,220.030648496,4,3,1.2908799999999998,True
1537,1537,CHEMBL472544,5700.0,nM,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)NNC(=O)CCN1CCOCC1,5.2441251443275085,525.189130056,9,4,2.5181000000000004,True
1538,1538,CHEMBL5202630,5790.0,nM,Fc1ccccc1NCc1coc(/C=C/c2ccc(C(F)(F)F)cc2)n1,5.237321436272564,362.104225948,3,1,5.615000000000003,True
1539,1539,CHEMBL592707,5830.0,nM,Cc1ccc(/C=N/NC2=NC(=O)CS2)cc1,5.234331445240986,233.062282972,4,1,1.5479199999999997,True
1540,1540,CHEMBL1172802,5840.0,nM,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(F)cc1,5.2335871528876,319.096834148,6,0,2.49542,True
1541,1541,CHEMBL1958039,5870.0,nM,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Cl)cc2)=N1,5.231361898752386,432.9651228160001,4,0,4.883000000000004,True
1543,1543,CHEMBL1016,5947.2,nM,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,5.22568745624835,440.15968850000013,7,2,4.028600000000002,True
1544,1544,CHEMBL24944,5970.0,nM,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,5.224025668870631,446.81051479599995,2,2,4.932000000000001,True
1546,1546,CHEMBL1093235,6000.0,nM,O=[N+]([O-])c1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1,5.221848749616356,414.0898946880001,8,1,5.171600000000003,True
1547,1547,CHEMBL459729,6000.0,nM,Cc1cc(C2CCN(CCCF)CC2)cc2[nH]c(-c3c(NCCn4cc(Cl)cn4)cc[nH]c3=O)nc12,5.221848749616356,511.2262645120001,6,3,4.727620000000003,True
1548,1548,CHEMBL1365395,6029.0,nM,Cc1ccc2c(C)nc(Nc3nc(O)cc(CSc4nnnn4-c4ccccc4)n3)nc2c1,5.219754716134648,457.14332722800015,11,2,3.7538400000000003,True
1549,1549,CHEMBL3917657,6200.0,nM,CC(C)(C)c1ccc(Nc2ncnc3cc4oc(=O)n(CCOC(=O)CBr)c4cc23)cc1,5.207608310501746,498.09026731599994,8,1,4.516900000000003,True
1550,1550,CHEMBL1958024,6210.0,nM,COc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,5.20690839982342,351.104147784,5,0,3.4757000000000016,True
1551,1551,CHEMBL1958217,6230.0,nM,COc1ccc(C2CC(c3ccc(C)cc3)=NN2C2=NC(=O)CS2)cc1,5.20551195334083,365.119797848,5,0,3.7841200000000024,True
1552,1552,CHEMBL1958028,6240.0,nM,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Br)cc2)=N1,5.204815410317575,416.9946733560001,4,0,4.368700000000003,True
1553,1553,CHEMBL1683950,6300.0,nM,Fc1cccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2Cl)c1,5.200659450546418,405.1044180640001,4,1,6.258700000000004,True
1554,1554,CHEMBL1958020,6350.0,nM,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=N1,5.197226274708024,339.084161288,4,0,3.606200000000003,True
1555,1555,CHEMBL296407,6400.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,5.1938200260161125,204.053492116,4,3,0.4900799999999999,True
1556,1556,CHEMBL592200,6490.0,nM,Oc1c(Cl)cc(Cl)cc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,5.187755303199631,434.04226774400007,2,2,6.237300000000004,True
1557,1557,CHEMBL2070191,6500.0,nM,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1,5.187086643357144,404.10400346399996,6,2,5.367600000000002,True
1558,1558,CHEMBL4094471,6500.0,nM,Clc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,5.187086643357144,310.062138652,4,1,3.8571000000000017,True
1559,1559,CHEMBL1683949,6500.0,nM,Cc1cc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncn1,5.187086643357144,343.0887680000001,4,1,4.900120000000003,True
1560,1560,CHEMBL249304,6510.0,nM,CN1CCN(c2ccc3[nH]c(-c4n[nH]c5ncc(-c6cncc7ccccc67)cc45)nc3c2)CC1,5.186419011431807,460.21239276800003,6,2,4.468200000000003,True
1561,1561,CHEMBL3133831,6530.0,nM,CCOc1cccc(Nc2ccnc3[nH]c4ccc(S(=O)(=O)N5CCN(CCO)CC5)cc4c23)c1,5.185086818724926,495.19402540799996,7,3,3.157000000000002,True
1562,1562,CHEMBL1173667,6580.0,nM,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(O)cc1,5.181774106386044,365.015638396,3,2,4.093700000000002,True
1563,1563,CHEMBL428206,6600.0,nM,N#Cc1n[nH]nc1-c1ccc(Oc2ccccc2)cc1,5.180456064458131,262.08546094,4,1,3.1356800000000007,True
1564,1564,CHEMBL63559,6600.0,nM,COc1ccc(OC(=O)CCCC(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.180456064458131,385.11615194800004,7,0,3.6239000000000026,True
1565,1565,CHEMBL2325107,6680.0,nM,Cc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,5.175223537524454,345.129968608,2,1,4.542920000000003,True
1567,1567,CHEMBL2325108,6840.0,nM,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1cccc2ccccc12,5.164943898279883,399.03637384,2,1,5.541300000000003,True
1568,1568,CHEMBL590876,6930.0,nM,O=C1CSC(N/N=C/c2ccc(O)cc2)=N1,5.159266765388193,235.041547528,5,2,0.9451,True
1571,1571,CHEMBL85021,7000.0,nM,CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O,5.154901959985743,321.172878976,2,2,5.131700000000004,True
1573,1573,CHEMBL1828867,7020.0,nM,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(F)cc1,5.153662887870195,311.042770652,3,1,2.0124,True
1574,1574,CHEMBL1958210,7040.0,nM,Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,5.152427340857888,413.019745232,4,0,4.538020000000005,True
1575,1575,CHEMBL1958031,7050.0,nM,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)=N1,5.151810883008601,355.054610748,4,0,4.120500000000003,True
1576,1576,CHEMBL604785,7130.0,nM,Cc1cccc(CN(Cc2ccc(O)cc2)C(=S)Nc2ccccc2)c1O,5.146910470148134,378.14019894399996,3,3,4.805420000000003,True
1577,1577,CHEMBL371863,7200.0,nM,CCOC(=O)c1cn2ncnc(NCc3ccccc3)c2c1CC,5.142667503568731,324.15862588,6,1,3.0805000000000016,True
1578,1578,CHEMBL2325102,7240.0,nM,NC(=S)N1N=C(c2ccccc2)CC1c1cccc2ccccc12,5.140261433802853,331.114318544,2,1,4.234500000000002,True
1579,1579,CHEMBL1958222,7350.0,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,5.133712660915805,365.119797848,5,0,3.7841200000000033,True
1580,1580,CHEMBL3809172,7400.0,nM,O=C1N=C(C(=O)c2c[nH]c3ccccc23)N/C1=C\c1c[nH]c2cc(O)ccc12,5.130768280269024,370.10659030799997,4,4,3.1069000000000004,True
1581,1581,CHEMBL4869634,7491.0,nM,CC(C)Oc1cc(F)ccc1Nc1ncnc2ccc(-c3ccc(C(=O)N4CCNCC4)cc3)nc12,5.1254602029289895,486.21795232400007,7,2,4.407100000000003,True
1582,1582,CHEMBL1828868,7560.0,nM,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1,5.121478204498794,327.013220112,3,1,2.526700000000001,True
1583,1583,CHEMBL1958220,7590.0,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,5.11975822410452,385.065175432,5,0,4.129100000000003,True
1584,1584,CHEMBL5180660,7590.0,nM,FC(F)(F)c1ccc(/C=C/c2nc(Cn3ccc4cc(-c5ccccc5)ccc43)co2)cc1,5.11975822410452,444.144947888,3,0,7.533800000000006,True
1585,1585,CHEMBL489083,7700.0,nM,N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,5.113509274827518,441.125945848,7,2,3.628070000000003,True
1586,1586,CHEMBL424252,7800.0,nM,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,5.107905397309519,481.16808094000004,6,2,5.487680000000005,True
1588,1588,CHEMBL238828,7900.0,nM,N#Cc1n[nH]nc1-c1ccc(Br)cc1,5.102372908709558,247.96975826,3,1,2.1058799999999995,True
1589,1589,CHEMBL365318,8000.0,nM,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C)o4)c(C(C)C)c23)c(F)cc1F,5.096910013008056,443.15174390799996,9,2,3.5241200000000026,True
1590,1590,CHEMBL3633939,8000.0,nM,N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,5.096910013008056,453.110485812,8,2,5.343760000000002,True
1591,1591,CHEMBL201772,8000.0,nM,CCCCn1c(Cc2cc(OC)ccc2Br)nc2c(N)ncnc21,5.096910013008056,389.0851223600001,6,1,3.570500000000002,True
1592,1592,CHEMBL1958219,8040.0,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,5.094743951251549,369.094725972,5,0,3.6148000000000025,True
1593,1593,CHEMBL1958035,8130.0,nM,Cc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,5.089909454405932,369.070260812,4,0,4.428920000000004,True
1594,1594,CHEMBL1958038,8140.0,nM,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)=N1,5.089375595110798,416.9946733560001,4,0,4.368700000000003,True
1595,1595,CHEMBL1828869,8180.0,nM,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Br)cc1,5.087246696328677,370.96270453200003,3,1,2.6358000000000006,True
1596,1596,CHEMBL89723,8200.0,nM,CC(C)c1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc(C(C)C)c1O,5.086186147616283,355.13390662399996,2,2,5.785100000000004,True
1597,1597,CHEMBL3747776,8270.0,nM,CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5.082494490447454,553.096080968,8,0,4.8053200000000045,True
1598,1598,CHEMBL1828865,8410.0,nM,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccccc1,5.075204004202088,293.052192464,3,1,1.8733,True
1599,1599,CHEMBL604671,8460.0,nM,O=C1CSC(N/N=C/c2ccc([N+](=O)[O-])cc2)=N1,5.0726296369609765,264.031711116,6,1,1.1477,True
1600,1600,CHEMBL3747152,8540.0,nM,CC(=O)N1N=C(c2ccc(F)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5.068542129310995,493.176147088,8,0,4.181920000000003,True
1601,1601,CHEMBL86754,8577.0,nM,Oc1c(I)cc(I)c2cccnc12,5.066664589922349,396.8460597800001,2,1,3.1496000000000013,True
1602,1602,CHEMBL5182590,8630.0,nM,Fc1cccc(NCc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)c1,5.06398920428479,362.104225948,3,1,5.615000000000004,True
1603,1603,CHEMBL118000,8740.0,nM,N#Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,5.058488567365597,465.13678081200004,6,2,4.469480000000003,True
1604,1604,CHEMBL4066118,8800.0,nM,c1ccc2c(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)cccc2c1,5.055517327849831,340.13241113199996,4,1,4.280700000000003,True
1605,1605,CHEMBL3133815,8830.0,nM,O=[N+]([O-])c1cccc(Nc2ccnc3[nH]c4ccc(Br)cc4c23)c1,5.054039296422431,382.006537692,4,2,5.130400000000002,True
1606,1606,CHEMBL92882,8832.0,nM,COC/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.0539409396148764,412.053487884,5,2,4.277000000000003,True
1607,1607,CHEMBL3325471,8900.0,nM,COc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12,5.050609993355087,464.1709218800001,10,1,2.9858800000000008,True
1608,1608,CHEMBL3325476,9000.0,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12,5.045757490560675,501.1316151800001,10,1,3.280100000000002,True
1610,1610,CHEMBL2325105,9150.0,nM,NC(=S)N1N=C(c2ccc(Br)cc2)CC1c1cccc2ccccc12,5.038578905933552,409.02483061199996,2,1,4.997000000000003,True
1611,1611,CHEMBL592708,9170.0,nM,COc1ccc(/C=N/NC2=NC(=O)CS2)cc1,5.03763066432998,249.057197592,5,1,1.2481,True
1612,1612,CHEMBL1170459,9240.0,nM,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc2ccccc2c1,5.0343280287798935,351.12190602400005,6,0,3.509520000000002,True
1613,1613,CHEMBL1958211,9270.0,nM,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,5.032920265855503,429.014659852,5,0,4.2382000000000035,True
1615,1615,CHEMBL394465,9300.0,nM,CN1CCN(c2ccc3nc(-c4n[nH]cc4/C=C/c4cccnc4)[nH]c3c2)CC1,5.031517051446064,385.20149373600003,5,2,3.2702000000000018,True
1616,1616,CHEMBL116857,9350.0,nM,COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,5.029188389127482,479.09568704400004,6,2,4.677480000000004,True
1617,1617,CHEMBL592247,9470.0,nM,Cc1cc(C)c(O)c(CN(Cc2ccc(O)cc2)C(=S)Nc2ccccc2)c1,5.023650020996726,392.155849008,3,3,5.113840000000004,True
1618,1618,CHEMBL461140,9500.0,nM,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,5.022276394711152,401.1851749760001,5,2,3.4240000000000013,True
1619,1619,CHEMBL325156,9580.0,nM,CCN(CC)C(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,5.018634490921455,495.18373100400004,6,2,5.876180000000006,True
1620,1620,CHEMBL589809,9640.0,nM,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cc(Cl)cc(Cl)c1O,5.015922966097169,418.06511136399996,2,2,6.072400000000004,True
